Year,Country   ,Region,Song language,Artist   ,Song   ,English translation ,Artist gender,Group/Solo,Place,Points,Host Country,Host region,Home/Away Country,Home/Away Region,Approximate Betting Prices,Albania ,Andorra ,Armenia ,Austria,Azerbaijan ,Belarus ,Belgium ,Bosnia and Herzegovina ,Bulgaria ,Croatia ,Cyprus ,Czech Republic ,Denmark ,Estonia ,Finland ,France ,Georgia,Germany ,Greece ,Hungary ,Iceland ,Ireland ,Israel ,Latvia ,Lithuania ,Macedonia ,Malta ,Moldova ,Monaco,Montenegro ,Netherlands ,Norway ,Poland ,Portugal ,Romania ,Russia ,San Marino,Serbia ,Serbia & Montenegro,Slovakia ,Slovenia ,Spain ,Sweden ,Switzerland ,Turkey ,Ukraine ,United Kingdom ,,,,,,,,,,,,
2007,Russia,Former Socialist Bloc,English,Serebro,"""Song #1""",?,Female,Group,3,207,Finland,Scandinavia,Away,Away,7,0,3,12,0,,12,0,2,5,3,7,6,2,12,3,2,7,6,8,6,1,6,8,7,6,5,6,8,,6,0,5,3,4,3,,,7,,,3,4,5,0,8,10,6,,,,,,,,,,,,
2007,Germany,Western Europe,"German, English",Roger Cicero,"""Frauen regier'n die Welt""",Women rule the world,Male,Solo,19,49,Finland,Scandinavia,Away,Away,84,6,5,0,7,,0,0,0,0,0,0,0,5,3,1,0,0,,0,0,2,0,0,0,0,0,0,0,,0,6,0,0,0,0,0,,0,,,0,5,1,7,0,0,1,,,,,,,,,,,,
2007,Serbia,Former Yugoslavia,Serbian,Marija ?erifovi?,"""Molitva""",Prayer,Female,Solo,1,268,Finland,Scandinavia,Away,Away,3,1,0,7,12,,7,7,12,6,12,3,8,6,0,12,8,6,8,4,12,7,4,3,3,0,12,8,5,,12,8,10,8,5,6,5,,,,,12,1,10,12,0,6,0,,,,,,,,,,,,
2007,Ukraine,Former Socialist Bloc,"Ukrainian, German, English",Verka Serduchka,"""Dancing Lasha Tumbai""",?,Male,Solo,2,235,Finland,Scandinavia,Away,Away,6,0,12,6,4,,10,1,5,3,5,4,12,3,8,6,4,10,5,7,3,6,8,10,12,8,2,3,7,,2,1,2,12,12,4,8,,3,,,4,7,3,2,3,,8,,,,,,,,,,,,
2007,United Kingdom,Independent,English,Scooch,"""Flying the Flag (for You)""",?,Both,Group,23,19,Finland,Scandinavia,Away,Away,66,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,,,,,,,,,,,,
2007,Romania,Former Socialist Bloc,"English, Italian, Spanish,",Todomondo,"""Liubi, Liubi, I Love You""","Love, Love, I Love You",Male,Group,13,84,Finland,Scandinavia,Away,Away,60,0,10,0,3,,0,0,0,2,0,5,0,0,0,0,7,0,0,2,8,0,3,7,1,0,0,0,12,,0,0,0,0,7,,1,,0,,,0,12,0,0,2,2,0,,,,,,,,,,,,
2007,Bulgaria,Former Socialist Bloc,"Russian, French, Romanian",Elitsa Todorova and Stoyan Yankoulov,"""Water""",?,Both,Group,5,157,Finland,Scandinavia,Away,Away,18,0,0,4,6,,0,4,6,,6,10,7,0,1,5,5,0,4,12,10,0,0,0,2,0,8,7,3,,5,0,0,0,6,5,4,,6,,,7,10,0,0,6,3,5,,,,,,,,,,,,
2007,Turkey,Independent,English,Kenan Do?ulu,"""Shake It Up ?ekerim""",Shake it up sweetheart,Male,Solo,4,163,Finland,Scandinavia,Away,Away,54,10,0,0,10,,0,12,10,7,0,0,0,10,0,4,12,2,12,0,1,3,0,0,0,0,10,0,1,,1,12,7,0,0,7,2,,0,,,0,0,7,10,,1,12,,,,,,,,,,,,
2007,Armenia,Former Socialist Bloc,"English, Armenian",Hayko,"""Anytime You Need""",?,Male,Solo,8,138,Finland,Scandinavia,Away,Away,132,0,0,,5,,5,10,0,8,0,8,10,0,0,0,10,12,2,6,0,0,0,5,0,0,0,0,2,,0,10,0,10,0,0,10,,0,,,0,8,0,0,12,5,0,,,,,,,,,,,,
2007,Moldova,Former Socialist Bloc,English,Natalia Barbu,"""Fight""",?,Female,Solo,10,107,Finland,Scandinavia,Away,Away,41,0,4,3,0,,6,0,0,4,0,2,0,0,0,2,0,3,0,10,5,0,2,4,0,2,1,0,,,0,0,1,6,10,12,6,,1,,,1,6,2,0,7,7,0,,,,,,,,,,,,
2006,Switzerland,Western Europe,English,six4one,"""If We All Give A Little""",?,Both,Group,16,30,Greece,Western Europe,Away,Home,130,0,0,0,,,0,0,4,0,0,0,,0,0,0,0,,0,0,,0,0,4,0,0,0,12,0,6,,3,0,0,1,0,0,,,0,,0,0,0,,0,0,0,,,,,,,,,,,,
2006,Moldova,Former Socialist Bloc,English,Arsenium feat. Natalia Gordienko & Connect-R,"""Loca""",Crazy,Both,Group,20,22,Greece,Western Europe,Away,Away,356,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,0,0,0,0,0,0,,0,,0,0,0,3,12,3,,,0,,0,2,0,0,1,0,0,,,,,,,,,,,,
2006,Israel,Independent,"English, Hebrew",Eddie Butler,"""Together We Are One""",?,Male,Solo,23,4,Greece,Western Europe,Away,Away,494,0,0,0,,,0,0,0,0,0,0,,0,0,0,4,,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,
2006,Latvia,Former Socialist Bloc,English,Vocal Group Cosmos,"""I Hear Your Heart""",?,Male,Group,16,30,Greece,Western Europe,Away,Away,164,0,0,0,,,0,0,0,0,0,0,,0,3,0,0,,0,0,,0,4,0,,8,0,0,0,8,,0,0,0,0,0,1,,,0,,0,0,0,0,0,4,2,,,,,,,,,,,,
2006,Norway,Scandinavia,Norwegian,Christine Guldbrandsen,"""Alvedansen""",The Elf Dance,Female,Solo,14,36,Greece,Western Europe,Away,Away,38,0,0,1,,,1,0,0,0,0,0,,1,0,5,0,,0,2,,4,0,0,6,0,0,0,3,1,,0,,0,0,0,7,,,0,,0,0,2,0,0,3,0,,,,,,,,,,,,
2006,Spain,Western Europe,Spanish,Las Ketchup,"""Un Blodymary""",A Bloody Mary,Female,Group,21,18,Greece,Western Europe,Away,Home,306,6,12,0,,,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,,0,,0,0,0,0,0,,,,,,,,,,,,
2006,Malta,Western Europe,English,Fabrizio Faniello,"""I Do""",?,Male,Solo,24,1,Greece,Western Europe,Away,Home,187,1,0,0,,,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,
2006,Germany,Western Europe,English,Texas Lightning,"""No No Never""",?,Both,Group,14,36,Greece,Western Europe,Away,Home,24,5,0,0,,,0,1,0,0,0,3,,3,0,0,0,,,0,,0,3,0,3,0,0,0,0,0,,0,1,0,0,0,0,,,0,,0,5,0,7,0,0,5,,,,,,,,,,,,
2006,Denmark,Scandinavia,English,Sidsel Ben Semmane,"""Twist of Love""",?,Female,Solo,18,26,Greece,Western Europe,Away,Away,89,0,0,0,,,0,0,0,0,0,0,,,1,3,0,,0,0,,8,0,0,0,0,0,0,0,0,,0,6,0,0,0,0,,,0,,0,0,8,0,0,0,0,,,,,,,,,,,,
2006,Russia,Former Socialist Bloc,English,Dima Bilan,"""Never Let You Go""",?,Male,Solo,2,248,Greece,Western Europe,Away,Away,18,4,6,12,,,12,3,6,10,7,2,,2,10,12,2,,6,8,,5,5,12,12,12,8,5,10,0,,8,3,10,7,8,,,,5,,4,7,7,0,5,12,1,,,,,,,,,,,,
2006,Macedonia,Former Yugoslavia,"English, Macedonian",Elena Risteska,"""Ninanajna""",?,Female,Solo,12,56,Greece,Western Europe,Away,Away,68,3,0,7,,,0,0,8,6,8,0,,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,8,,6,0,0,4,6,0,0,,,,,,,,,,,,
2006,Romania,Former Socialist Bloc,"English, Italian",Mihai Tr?istariu,"""Tornerï""",I'll Return,Male,Solo,4,176,Greece,Western Europe,Away,Away,8,0,5,3,,,3,10,2,2,7,10,,6,4,7,1,,5,6,,3,5,10,2,1,2,10,12,2,,4,4,3,3,,4,,,2,,4,12,6,1,3,6,6,,,,,,,,,,,,
2006,Bosnia and Herzegovina,Former Yugoslavia,Bosnian,Hari Mata Hari,"""Lejla""",Layla,Male,Group,3,229,Greece,Western Europe,Away,Away,10,12,0,5,,,4,6,,7,12,8,,8,0,10,6,,7,6,,3,2,2,0,4,12,0,5,12,,2,8,4,2,7,6,,,12,,12,1,10,12,12,10,0,,,,,,,,,,,,
2006,Lithuania,Former Socialist Bloc,"English, French",LT United,"""We Are The Winners""",?,Male,Group,6,162,Greece,Western Europe,Away,Away,90,0,7,0,,,6,4,0,1,6,6,,7,8,8,0,,1,4,,10,12,3,10,,3,1,4,7,,4,5,8,4,0,5,,,3,,3,4,3,0,0,5,10,,,,,,,,,,,,
2006,United Kingdom,Independent,English,Daz Sampson,"""Teenage Life""",?,Male,Solo,19,25,Greece,Western Europe,Away,Away,28,0,2,0,,,0,0,0,0,1,0,,4,2,0,0,,0,0,,0,8,0,1,0,0,3,0,0,,1,2,1,0,0,0,,,0,,0,0,0,0,0,0,,,,,,,,,,,,,
2006,Greece,Western Europe,English,Anna Vissi,"""Everything""",?,Female,Solo,9,128,Greece,Western Europe,Home,Home,6,8,1,8,,,2,10,1,12,0,5,,0,0,1,5,,8,,,0,0,0,0,3,7,8,1,0,,12,0,0,0,10,0,,,6,,0,0,4,5,4,0,7,,,,,,,,,,,,
2006,Finland ,Scandinavia,English,Lordi,"""Hard Rock Hallelujah""",?,Male,Group,1,292,Greece,Western Europe,Away,Away,3,0,10,0,,,7,8,7,5,10,7,,12,12,,8,,10,12,,12,10,7,8,10,6,7,6,0,,5,12,12,6,4,8,,,7,,8,10,12,8,7,7,12,,,,,,,,,,,,
2006,Ukraine,Former Socialist Bloc,English,Tina Karol,"""Show Me Your Love""",?,Female,Solo,7,145,Greece,Western Europe,Away,Away,38,0,5,10,,,10,0,5,3,4,1,,0,5,2,0,,0,5,,6,1,6,5,7,5,2,8,2,,6,0,6,12,3,10,,,2,,2,3,1,0,8,,0,,,,,,,,,,,,
2006,France,Western Europe,French,Virginie Pouchain,"""Il Çtait temps""",It Was Time,Female,Solo,22,5,Greece,Western Europe,Away,Home,397,0,0,2,,,0,0,0,0,0,0,,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,
2006,Croatia,Former Yugoslavia,Croatian,Severina,"""Moja ?tikla""",My High Heel,Female,Solo,12,56,Greece,Western Europe,Away,Away,59,0,0,0,,,0,0,12,0,,0,,0,0,0,0,,2,0,,0,0,0,0,0,10,0,0,4,,0,0,0,0,0,0,,,10,,10,0,0,6,2,0,0,,,,,,,,,,,,
2006,Ireland,Independent,English,Brian Kennedy,"""Every Song Is a Cry for Love""",?,Male,Solo,10,93,Greece,Western Europe,Away,Away,48,0,4,3,,,0,0,0,0,2,4,,5,6,4,1,,4,0,,1,,0,4,6,0,4,0,10,,0,7,2,5,2,0,,,0,,1,0,5,3,0,2,8,,,,,,,,,,,,
2006,Sweden,Scandinavia,English,Carola,"""Invincible""",?,Female,Solo,5,170,Greece,Western Europe,Away,Away,5,10,8,6,,,5,5,3,0,3,0,,10,7,7,3,,0,0,,7,7,5,7,5,1,6,2,5,,0,10,7,8,5,2,,,1,,7,6,,2,0,6,4,,,,,,,,,,,,
2006,Turkey,Independent,"Turkish, English",Sibel TÅzÅn,"""SÅper Star""",Superstar,Female,Solo,11,91,Greece,Western Europe,Away,Away,139,7,0,0,,,0,7,10,4,0,12,,0,0,0,12,,12,3,,0,0,1,0,0,4,0,0,0,,0,0,0,0,6,0,,,0,,0,0,0,10,,0,3,,,,,,,,,,,,
2006,Armenia,Former Socialist Bloc,English,AndrÇ,"""Without Your Love""",?,Male,Solo,8,129,Greece,Western Europe,Away,Away,124,0,0,,,,8,12,0,8,0,10,,0,0,0,10,,3,10,,0,0,8,0,2,0,0,7,0,,7,0,5,0,1,12,,,0,,0,8,0,0,10,8,0,,,,,,,,,,,,
2005,Hungary,Former Socialist Bloc,Hungarian,NOX,"""Forogj, vil†g!""","Spin, World",Both,Group,12,97,Ukraine,Former Socialist Bloc,Away,Home,13,0,6,,0,,2,2,1,5,6,7,,0,3,0,3,,0,2,,6,0,8,3,0,1,0,0,0,,0,0,10,2,8,3,,,6,,0,5,0,0,6,2,0,,,,,,,,,,,,
2005,United Kingdom,Independent,English,Javine,"""Touch My Fire""",?,Female,Solo,22,18,Ukraine,Former Socialist Bloc,Away,Away,64,0,0,,0,,0,0,0,0,0,5,,0,0,0,0,,0,0,0,0,8,0,0,0,0,4,0,0,,0,0,0,0,0,0,,,0,,0,0,0,0,1,0,,,,,,,,,,,,,
2005,Malta,Western Europe,English,Chiara,"""Angel""",?,Female,Solo,2,192,Ukraine,Former Socialist Bloc,Away,Away,18,4,0,,5,,5,8,0,0,4,6,,10,4,8,7,,8,8,5,4,10,10,5,2,0,,0,5,,5,10,0,0,2,12,,,0,,1,7,6,3,8,10,10,,,,,,,,,,,,
2005,Romania,Former Socialist Bloc,English,Lumini?a Anghel and Sistem,"""Let Me Try""",?,Female,Solo,3,158,Ukraine,Former Socialist Bloc,Away,Home,19,5,7,,6,,1,7,2,8,0,8,,3,0,0,5,,0,5,10,5,5,12,0,0,2,7,7,4,,3,6,7,12,,0,,,3,,0,12,2,0,4,0,0,,,,,,,,,,,,
2005,Norway,Scandinavia,English,Wig Wam,"""In My Dreams""",?,Male,Group,9,125,Ukraine,Former Socialist Bloc,Away,Away,8,0,2,,0,,4,3,3,1,0,3,,12,8,12,0,,0,4,0,12,4,1,6,5,0,5,3,0,,1,,8,0,0,0,,,2,,4,3,8,0,0,6,5,,,,,,,,,,,,
2005,Turkey,Independent,Turkish,GÅlseren,"""Rimi Rimi Ley""",?,Female,Solo,13,92,Ukraine,Former Socialist Bloc,Away,Away,132,8,0,,7,,0,10,8,3,0,0,,8,0,0,12,,10,0,0,0,0,0,0,0,4,0,0,0,,12,0,0,0,3,0,,,0,,0,0,0,6,,0,1,,,,,,,,,,,,
2005,Moldova,Former Socialist Bloc,"English, Romanian",Zdob ?i Zdub,"""Boonika bate doba""",Grandmamma Beats The Drum,Male,Group,6,148,Ukraine,Former Socialist Bloc,Away,Home,35,0,0,,2,,7,1,4,6,1,2,,0,6,0,2,,1,7,4,8,0,4,8,10,5,2,,0,,0,0,3,10,12,10,,,5,,3,4,0,0,7,12,2,,,,,,,,,,,,
2005,Albania,Former Socialist Bloc,English,Ledina Äelo,"""Tomorrow I Go""",?,Female,Solo,16,53,Ukraine,Former Socialist Bloc,Away,Home,131,,0,,3,,0,0,5,0,2,0,,0,0,0,1,,0,10,0,0,0,0,0,0,12,0,0,0,,0,0,0,0,0,0,,,8,,0,0,0,10,2,0,0,,,,,,,,,,,,
2005,Cyprus,Independent,English,Constantinos Christoforou,"""Ela Ela (Come Baby)""",?,Male,Solo,18,46,Ukraine,Former Socialist Bloc,Away,Away,62,7,0,,0,,0,0,0,10,0,,,0,0,0,0,,0,12,0,0,0,0,0,0,0,12,0,0,,0,0,0,0,1,0,,,1,,0,0,0,0,0,0,3,,,,,,,,,,,,
2005,Spain,Western Europe,Spanish,Son de Sol,"""Brujer°a""",Witchcraft,Female,Group,21,28,Ukraine,Former Socialist Bloc,Away,Away,105,0,12,,0,,0,0,0,0,0,0,,0,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,,,0,,0,,0,4,0,0,0,,,,,,,,,,,,
2005,Israel,Independent,"English, Hebrew",Shiri Maimon,"""Hasheket Shenish'ar""",The Silence That Remains,Female,Solo,4,154,Ukraine,Former Socialist Bloc,Away,Away,23,3,8,,1,,8,6,0,0,0,0,,5,1,5,10,,5,0,8,0,6,,2,3,0,8,6,12,,7,5,0,5,7,8,,,0,,0,6,1,1,3,7,7,,,,,,,,,,,,
2005,Serbia and Montenegro,Former Yugoslavia,Montenegrin [3],No Name,"""Zauvijek moja""",Forever Mine,Male,Group,7,137,Ukraine,Former Socialist Bloc,Away,Away,61,6,0,,12,,3,0,10,4,12,10,,0,0,0,6,,3,6,2,0,0,0,1,0,10,0,1,6,,4,0,0,0,6,6,,,,,10,0,4,12,0,3,0,,,,,,,,,,,,
2005,Denmark,Scandinavia,English,Jakob Sveistrup,"""Talking to You""",?,Male,Solo,10,125,Ukraine,Former Socialist Bloc,Away,Away,31,0,3,,0,,0,4,0,0,0,0,,,5,2,0,,6,0,6,10,7,3,4,4,0,3,0,10,,8,12,5,1,4,0,,,0,,0,10,10,0,0,0,8,,,,,,,,,,,,
2005,Sweden,Scandinavia,English,Martin Stenmarck,"""Las Vegas""",?,Male,Solo,19,30,Ukraine,Former Socialist Bloc,Away,Away,63,0,0,,0,,0,0,0,0,0,0,,7,0,6,0,,0,0,0,0,0,0,0,0,6,0,5,3,,0,1,0,0,0,0,,,0,,0,2,,0,0,0,0,,,,,,,,,,,,
2005,Macedonia,Former Yugoslavia,English,Martin Vu?i?,"""Make My Day""",?,Male,Solo,17,52,Ukraine,Former Socialist Bloc,Away,Away,258,10,0,,0,,0,0,7,7,8,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,1,,0,0,0,0,0,0,,,7,,5,0,0,2,5,0,0,,,,,,,,,,,,
2005,Ukraine,Former Socialist Bloc,"English, Ukrainian",GreenJolly,"""Razom nas bahato""",Together We Are Many,Male,Group,19,30,Ukraine,Former Socialist Bloc,Home,Home,156,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,8,0,,0,0,12,7,0,2,,,0,,0,1,0,0,0,,0,,,,,,,,,,,,
2005,Germany,Western Europe,English,Gracia Baur,"""Run and Hide""",?,Female,Solo,24,4,Ukraine,Former Socialist Bloc,Away,Away,224,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,2,2,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,
2005,Croatia,Former Yugoslavia,Croatian,Boris Novkovi?,"""Vukovi umiru sami""",Wolves Die Alone,Male,Solo,11,115,Ukraine,Former Socialist Bloc,Away,Away,103,2,0,,8,,0,0,12,2,,0,,0,2,1,0,,2,0,7,1,0,0,7,6,8,0,0,7,,2,2,2,0,5,1,,,10,,12,0,0,8,0,8,0,,,,,,,,,,,,
2005,Greece,Western Europe,English,Helena Paparizou,"""My Number One""",?,Female,Solo,1,230,Ukraine,Former Socialist Bloc,Away,Away,2,12,4,,4,,0,12,6,12,5,12,,2,0,3,8,,12,,12,2,2,7,0,1,7,6,4,0,,10,4,1,3,10,4,,,12,,2,8,12,7,12,0,12,,,,,,,,,,,,
2005,Russia,Former Socialist Bloc,English,Natalia Podolskaya,"""Nobody Hurt No One""",?,Female,Solo,15,57,Ukraine,Former Socialist Bloc,Away,Home,97,0,0,,0,,12,0,0,0,0,0,,0,7,7,0,,0,0,0,0,0,0,10,7,0,0,10,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,4,0,,,,,,,,,,,,
2005,Bosnia and Herzegovina,Former Yugoslavia,English,Feminnem,"""Call Me""",?,Female,Group,14,79,Ukraine,Former Socialist Bloc,Away,Away,17,0,0,,10,,0,0,,0,10,0,,4,0,0,0,,0,0,0,0,1,0,0,0,3,0,0,0,,6,7,0,0,0,0,,,4,,8,0,7,5,10,0,4,,,,,,,,,,,,
2005,Switzerland,Western Europe,English,Vanilla Ninja,"""Cool Vibes""",?,Female,Group,8,128,Ukraine,Former Socialist Bloc,Away,Away,13,0,1,,0,,10,0,0,0,3,4,,1,12,10,0,,4,3,3,7,3,2,12,8,0,1,0,8,,0,3,6,4,0,7,,,0,,6,0,5,,0,5,0,,,,,,,,,,,,
2005,Latvia,Former Socialist Bloc,English,Walters and Kazha,"""The War Is Not Over""",?,Male,Group,5,153,Ukraine,Former Socialist Bloc,Away,Home,21,0,10,,0,,6,5,0,0,7,1,,6,10,4,0,,7,1,1,3,12,6,,12,0,10,12,0,,0,8,4,6,0,5,,,0,,7,0,3,0,0,1,6,,,,,,,,,,,,
2005,France,Western Europe,French,Ortal,"""Chacun pense Ö soi""",Everyone Thinks of Themselves,Female,Solo,23,11,Ukraine,Former Socialist Bloc,Away,Away,246,1,5,,0,,0,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,5,0,0,0,0,0,0,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,
2004,Spain,Western Europe,Spanish,Ram¢n,"""Para llenarme de ti""",To Be Filled By You,Male,Solo,10,87,Turkey,Independent,Away,Away,87,0,12,,0,,2,7,0,,0,7,,0,0,0,8,,2,3,,1,0,8,0,0,1,3,,3,,4,0,1,12,5,0,,,0,,0,,0,6,2,0,0,,,,,,,,,,,,
2004,Austria,Western Europe,German,Tie Break,"""Du bist""",You Are,Male,Group,21,9,Turkey,Independent,Away,Away,371,0,0,,,,0,0,0,,0,0,,0,0,0,4,,0,5,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,
2004,Norway,Scandinavia,English,Knut Anders Sõrum,"""High""",?,Male,Solo,24,3,Turkey,Independent,Away,Away,118,0,0,,0,,0,0,0,,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,,,0,,0,0,3,0,0,0,0,,,,,,,,,,,,
2004,France,Western Europe,"French, Spanish",Jonatan Cerrada,"""∑ chaque pas""",With Every Step,Male,Solo,15,40,Turkey,Independent,Away,Away,110,1,7,,0,,0,10,0,,0,0,,0,0,0,,,0,0,,0,0,0,0,0,0,0,,12,,0,0,0,2,0,4,,,0,,0,4,0,0,0,0,0,,,,,,,,,,,,
2004,Serbia and Montenegro,Former Yugoslavia,Serbian,?eljko Joksimovi?,"""Lane moje""",My Sweetheart,Male,Solo,2,263,Turkey,Independent,Away,Away,7,7,2,,12,,7,3,12,,12,10,,7,1,10,10,,10,8,,7,3,7,5,2,10,6,,1,,10,6,5,7,8,10,,,,,12,6,12,12,8,12,3,,,,,,,,,,,,
2004,Malta,Western Europe,English,Julie and Ludwig,"""On Again... Off Again""",?,Both,Group,12,50,Turkey,Independent,Away,Away,35,3,6,,0,,0,0,1,,2,0,,1,6,0,0,,0,1,,0,6,4,6,4,3,,,0,,0,0,3,1,0,0,,,0,,0,0,0,0,0,1,2,,,,,,,,,,,,
2004,Netherlands,Western Europe,English,Re-Union,"""Without You""",?,Male,Group,20,11,Turkey,Independent,Away,Away,137,0,0,,0,,0,6,0,,0,0,,0,3,0,0,,0,0,,0,0,0,0,0,0,2,,0,,,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,
2004,Germany,Western Europe,"English, Turkish",Max,"""Can't Wait Until Tonight""",?,Male,Solo,8,93,Turkey,Independent,Away,Away,16,2,0,,10,,0,0,3,,1,0,,0,2,0,7,,,0,,0,4,0,0,1,0,0,,7,,3,1,6,8,4,0,,,0,,3,12,0,10,5,0,4,,,,,,,,,,,,
2004,Albania,Former Socialist Bloc,English,Anjeza Shahini,"""The Image of You""",?,Female,Solo,7,106,Turkey,Independent,Away,Away,42,,0,,5,,0,1,4,,6,0,,4,0,3,1,,5,10,,4,2,0,1,0,12,10,,0,,1,3,0,0,1,0,,,8,,4,0,7,7,6,0,1,,,,,,,,,,,,
2004,Ukraine,Former Socialist Bloc,"English, Ukrainian",Ruslana,"""Wild Dances""",?,Female,Solo,1,280,Turkey,Independent,Away,Away,2,5,10,,4,,10,5,6,,8,8,,5,12,8,2,,6,7,,12,7,12,12,12,8,8,,6,,7,7,12,10,6,12,,,10,,8,8,10,0,12,,5,,,,,,,,,,,,
2004,Croatia,Former Yugoslavia,English,Ivan Mikuli?,"""You Are The Only One""",?,Male,Solo,12,50,Turkey,Independent,Away,Away,223,0,0,,3,,5,0,10,,,0,,0,0,1,0,,1,0,,0,0,0,0,0,5,0,,0,,0,0,0,0,0,5,,,5,,5,0,0,3,0,7,0,,,,,,,,,,,,
