Year,Country   ,Region,Song language,Artist   ,Song   ,English translation ,Artist gender,Group/Solo,Place,Points,Host Country,Host region,Home/Away Country,Home/Away Region,Approximate Betting Prices,Albania ,Andorra ,Armenia ,Austria,Azerbaijan ,Belarus ,Belgium ,Bosnia and Herzegovina ,Bulgaria ,Croatia ,Cyprus ,Czech Republic ,Denmark ,Estonia ,Finland ,France ,Georgia,Germany ,Greece ,Hungary ,Iceland ,Ireland ,Israel ,Latvia ,Lithuania ,Macedonia ,Malta ,Moldova ,Monaco,Montenegro ,Netherlands ,Norway ,Poland ,Portugal ,Romania ,Russia ,San Marino,Serbia ,Serbia & Montenegro,Slovakia ,Slovenia ,Spain ,Sweden ,Switzerland ,Turkey ,Ukraine ,United Kingdom ,,,,,,,,,,,,
2004,Bosnia and Herzegovina,Former Yugoslavia,English,Deen,"""In The Disco""",?,Male,Solo,9,91,Turkey,Independent,Away,Away,64,10,0,,7,,0,0,,,10,0,,8,0,0,0,,0,0,,0,0,0,0,0,4,0,,4,,2,10,0,0,0,0,,,6,,10,0,8,5,7,0,0,,,,,,,,,,,,
2004,Belgium,Western Europe,English,Xandee,"""1 Life""",?,Female,Solo,22,7,Turkey,Independent,Away,Away,15,0,1,,0,,0,,0,,0,1,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,,5,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,
2004,Russia,Former Socialist Bloc,English,Julia Savicheva,"""Believe Me""",?,Female,Solo,11,67,Turkey,Independent,Away,Away,43,0,0,,0,,12,0,0,,0,6,,0,8,4,0,,0,2,,0,0,6,10,8,0,0,,0,,0,0,0,0,0,,,,1,,0,0,0,0,0,10,0,,,,,,,,,,,,
2004,Macedonia,Former Yugoslavia,English,To?e Proeski,"""Life""",?,Male,Solo,14,47,Turkey,Independent,Away,Away,222,6,0,,0,,0,0,8,,5,0,,0,0,0,0,,0,0,,0,0,0,0,0,,1,,0,,0,0,0,0,0,0,,,12,,7,0,0,1,4,3,0,,,,,,,,,,,,
2004,Greece,Western Europe,English,Sakis Rouvas,"""Shake It""",?,Male,Solo,3,252,Turkey,Independent,Away,Away,5,12,8,,2,,6,8,5,,7,12,,3,5,6,6,,7,,,6,5,10,7,10,7,12,,10,,6,2,7,6,12,7,,,7,,6,7,4,4,10,8,12,,,,,,,,,,,,
2004,Iceland,Scandinavia,English,J¢nsi,"""Heaven""",?,Male,Solo,19,16,Turkey,Independent,Away,Away,68,0,0,,0,,0,0,0,,0,0,,2,0,2,0,,0,0,,,0,0,0,0,0,0,,5,,0,5,0,0,0,2,,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,
2004,Ireland,Independent,English,Chris Doran,"""If My World Stopped Turning""",?,Male,Solo,22,7,Turkey,Independent,Away,Away,22,0,0,,0,,0,0,0,,0,0,,0,0,0,0,,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,7,,,,,,,,,,,,
2004,Poland,Former Socialist Bloc,"English, Spanish",Blue CafÇ,"""Love Song""",?,Both,Group,17,27,Turkey,Independent,Away,Away,54,0,0,,0,,0,0,0,,0,2,,0,0,0,0,,4,4,,3,0,0,0,7,0,0,,0,,0,0,,0,0,0,,,0,,0,1,1,0,0,5,0,,,,,,,,,,,,
2004,United Kingdom,Independent,English,James Fox,"""Hold On to Our Love""",?,Male,Solo,16,29,Turkey,Independent,Away,Away,48,0,0,,0,,1,0,0,,0,0,,0,4,0,0,,0,0,,2,8,0,3,0,0,4,,0,,0,0,2,0,2,1,,,0,,0,0,2,0,0,0,,,,,,,,,,,,,
2004,Cyprus,Independent,English,Lisa Andreas,"""Stronger Every Minute""",?,Female,Solo,5,170,Turkey,Independent,Away,Away,10,0,4,,6,,8,4,0,,4,,,6,7,7,5,,8,12,,10,10,3,4,5,0,7,,2,,8,4,4,3,3,6,,,3,,1,3,6,2,1,4,10,,,,,,,,,,,,
2004,Turkey,Independent,English,Athena,"""For Real""",?,Male,Group,4,195,Turkey,Independent,Home,Home,31,8,3,,8,,3,12,7,,3,4,,10,0,5,12,,12,6,,5,1,2,2,3,6,0,,8,,12,8,8,0,10,8,,,2,,0,2,5,8,,6,6,,,,,,,,,,,,
2004,Romania,Former Socialist Bloc,English,Sanda,"""I Admit""",?,Female,Solo,18,18,Turkey,Independent,Away,Away,69,0,0,,0,,0,0,0,,0,3,,0,0,0,0,,0,0,,0,0,1,0,0,0,0,,0,,0,0,0,4,,0,,,0,,0,10,0,0,0,0,0,,,,,,,,,,,,
2004,Sweden,Scandinavia,English,Lena Philipsson,"""It Hurts""",?,Female,Solo,5,170,Turkey,Independent,Away,Away,11,4,5,,1,,4,2,2,,0,5,,12,10,12,3,,3,0,,8,12,5,8,6,2,5,,0,,0,12,10,5,7,3,,,4,,2,5,,0,3,2,8,,,,,,,,,,,,
2003,Iceland,Scandinavia,English,Birgitta Haukdal,"""Open Your Heart""",?,,,8,81,Latvia,Former Socialist Bloc,Away,Away,,,,,0,,,3,0,,6,5,,,1,,1,,1,0,,,7,0,3,,,12,,,,6,12,1,0,0,0,,,,,4,0,7,,8,4,0,,,,,,,,,,,,
2003,Austria,Western Europe,Styrian,Alf Poier,"""Weil der Mensch zÑhlt""",Because the human matters,,,6,101,Latvia,Former Socialist Bloc,Away,Away,,,,,,,,2,5,,5,4,,,6,,0,,2,2,,10,0,0,4,,,0,,,,8,8,0,10,0,0,,,,,7,8,6,,6,0,8,,,,,,,,,,,,
2003,Ireland,Independent,English,Mickey Joe Harte,"""We've Got the World""",?,,,11,53,Latvia,Former Socialist Bloc,Away,Away,,,,,0,,,1,0,,4,7,,,0,,0,,0,0,,2,,0,1,,,5,,,,0,6,0,7,0,0,,,,,2,0,0,,5,1,12,,,,,,,,,,,,
2003,Turkey,Independent,English,Sertab Erener,"""Everyway That I Can""",?,,,1,167,Latvia,Former Socialist Bloc,Away,Away,,,,,12,,,12,12,,10,8,,,0,,10,,10,7,,3,0,7,0,,,4,,,,12,10,2,8,10,0,,,,,10,3,8,,,2,7,,,,,,,,,,,,
2003,Malta,Western Europe,English,Lynn Chircop,"""To Dream Again""",?,,,25,4,Latvia,Former Socialist Bloc,Away,Away,,,,,0,,,0,0,,0,0,,,0,,0,,0,0,,0,3,0,0,,,,,,,0,0,0,1,0,0,,,,,0,0,0,,0,0,0,,,,,,,,,,,,
2003,Bosnia and Herzegovina,Former Yugoslavia,"Croatian, English",Mija Martina,"""Ne brini""",Don't worry,,,16,27,Latvia,Former Socialist Bloc,Away,Away,,,,,7,,,0,,,8,0,,,0,,0,,0,0,,0,0,0,0,,,0,,,,0,0,0,0,0,0,,,,,0,0,0,,12,0,0,,,,,,,,,,,,
2003,Portugal,Western Europe,"Portuguese, English",Rita Guerra,"""Deixa-me sonhar""",Let me dream,,,22,13,Latvia,Former Socialist Bloc,Away,Away,,,,,0,,,0,0,,0,0,,,0,,6,,0,0,,0,2,0,0,,,0,,,,0,0,0,,0,0,,,,,0,2,0,,0,3,0,,,,,,,,,,,,
2003,Croatia,Former Yugoslavia,"Croatian, English",Claudia Beni,"""Vi?e nisam tvoja""",I'm not yours anymore,,,15,29,Latvia,Former Socialist Bloc,Away,Away,,,,,5,,,0,6,,,0,,,0,,0,,0,1,,0,6,0,0,,,0,,,,0,0,0,0,0,0,,,,,8,0,0,,3,0,0,,,,,,,,,,,,
2003,Cyprus,Independent,English,Stelios Konstantas,"""Feeling Alive""",?,,,20,15,Latvia,Former Socialist Bloc,Away,Away,,,,,0,,,0,0,,0,,,,0,,0,,0,12,,0,0,1,0,,,2,,,,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,,,,,,,,,,,
2003,Germany,Western Europe,English,Lou,"""Let's Get Happy""",?,,,11,53,Latvia,Former Socialist Bloc,Away,Away,,,,,1,,,0,0,,0,0,,,2,,0,,,0,,8,4,0,2,,,3,,,,2,0,5,0,1,7,,,,,0,4,10,,0,0,4,,,,,,,,,,,,
2003,Russia,Former Socialist Bloc,Russian,t.A.T.u.,"""Ne ver', ne boysia""","Don't believe, don't fear",,,3,164,Latvia,Former Socialist Bloc,Away,Home,,,,,8,,,7,3,,12,10,,,12,,7,,8,10,,4,0,10,12,,,1,,,,1,2,4,4,7,,,,,,12,6,2,,10,12,0,,,,,,,,,,,,
2003,Spain,Western Europe,Spanish,Beth,"""Dime""",Tell me,,,8,81,Latvia,Former Socialist Bloc,Away,Away,,,,,0,,,10,0,,7,6,,,0,,0,,0,5,,6,0,12,0,,,0,,,,5,0,0,12,5,6,,,,,1,,4,,2,0,0,,,,,,,,,,,,
2003,Israel,Independent,"English, Hebrew",Lior Narkis,"""Words for Love""",?,,,19,17,Latvia,Former Socialist Bloc,Away,Away,,,,,0,,,0,0,,0,0,,,0,,8,,0,3,,0,0,,0,,,0,,,,0,0,0,0,0,5,,,,,0,1,0,,0,0,0,,,,,,,,,,,,
2003,Netherlands,Western Europe,English,Esther Hart,"""One More Night""",?,,,13,45,Latvia,Former Socialist Bloc,Away,Away,,,,,0,,,8,2,,0,0,,,0,,0,,0,0,,0,5,2,0,,,7,,,,,5,0,0,0,10,,,,,0,0,5,,0,0,1,,,,,,,,,,,,
2003,United Kingdom,Independent,English,Jemini,"""Cry Baby""",?,,,26,0,Latvia,Former Socialist Bloc,Away,Away,,,,,0,,,0,0,,0,0,,,0,,0,,0,0,,0,0,0,0,,,0,,,,0,0,0,0,0,0,,,,,0,0,0,,0,0,,,,,,,,,,,,,
2003,Ukraine,Former Socialist Bloc,English,Oleksandr Ponomaryov,"""Hasta la Vista""",?,,,14,30,Latvia,Former Socialist Bloc,Away,Home,,,,,0,,,0,0,,0,0,,,3,,0,,0,0,,0,0,4,5,,,0,,,,0,0,10,0,0,8,,,,,0,0,0,,0,,0,,,,,,,,,,,,
2003,Greece,Western Europe,English,Mando,"""Never Let You Go""",?,,,17,25,Latvia,Former Socialist Bloc,Away,Away,,,,,0,,,0,0,,0,12,,,0,,0,,5,,,0,1,0,0,,,0,,,,0,0,0,0,2,1,,,,,0,0,0,,4,0,0,,,,,,,,,,,,
2003,Norway,Scandinavia,English,Jostein HasselgÜrd,"""I'm Not Afraid To Move On""",?,,,4,123,Latvia,Former Socialist Bloc,Away,Away,,,,,2,,,6,0,,0,0,,,10,,3,,7,0,,12,12,3,7,,,6,,,,7,,6,5,3,4,,,,,5,0,12,,0,7,6,,,,,,,,,,,,
2003,France,Western Europe,French,Louisa Baãleche,"""Monts et merveilles""",Mountains and wonders,,,18,19,Latvia,Former Socialist Bloc,Away,Away,,,,,0,,,0,8,,0,0,,,0,,,,0,0,,0,0,0,0,,,0,,,,0,0,3,2,6,0,,,,,0,0,0,,0,0,0,,,,,,,,,,,,
2003,Poland,Former Socialist Bloc,"German, Polish, Russian",Ich Troje,"""Keine Grenzen-?adnych granic""",No borders,,,7,90,Latvia,Former Socialist Bloc,Away,Home,,,,,10,,,5,0,,0,0,,,4,,5,,12,6,,0,0,0,8,,,10,,,,4,4,,0,4,0,,,,,0,5,3,,0,8,2,,,,,,,,,,,,
2003,Latvia,Former Socialist Bloc,English,F.L.Y.,"""Hello From Mars""",?,,,24,5,Latvia,Former Socialist Bloc,Home,Home,,,,,0,,,0,0,,0,0,,,5,,0,,0,0,,0,0,0,,,,0,,,,0,0,0,0,0,0,,,,,0,0,0,,0,0,0,,,,,,,,,,,,
2003,Belgium,Western Europe,Imaginary,Urban Trad,"""Sanomi""",?,,,2,165,Latvia,Former Socialist Bloc,Away,Away,,,,,4,,,,10,,0,3,,,8,,12,,6,8,,7,10,8,10,,,0,,,,10,3,12,6,8,3,,,,,3,12,0,,7,10,5,,,,,,,,,,,,
2003,Estonia,Former Socialist Bloc,English,Ruffus,"""Eighties Coming Back""",?,,,21,14,Latvia,Former Socialist Bloc,Away,Home,,,,,0,,,0,0,,0,0,,,,,0,,0,0,,1,8,0,0,,,0,,,,0,0,0,0,0,2,,,,,0,0,0,,0,0,3,,,,,,,,,,,,
2003,Romania,Former Socialist Bloc,English,Nicola,"""Don't Break My Heart""",?,,,10,73,Latvia,Former Socialist Bloc,Away,Home,,,,,6,,,0,7,,1,2,,,0,,4,,4,4,,0,0,6,0,,,0,,,,0,1,8,0,,12,,,,,0,10,1,,1,6,0,,,,,,,,,,,,
2003,Sweden,Scandinavia,English,Fame,"""Give Me Your Love""",?,,,5,107,Latvia,Former Socialist Bloc,Away,Away,,,,,3,,,4,1,,2,1,,,7,,2,,3,0,,5,0,5,6,,,8,,,,3,7,7,3,12,0,,,,,6,7,,,0,5,10,,,,,,,,,,,,
2003,Slovenia,Former Yugoslavia,English,Karmen Stavec,"""Nanana""",?,,,23,7,Latvia,Former Socialist Bloc,Away,Away,,,,,0,,,0,4,,3,0,,,0,,0,,0,0,,0,0,0,0,,,0,,,,0,0,0,0,0,0,,,,,,0,0,,0,0,0,,,,,,,,,,,,
2002,Cyprus,Independent,English,One,"""Gimme""",?,,,6,85,Estonia,Former Socialist Bloc,Away,Away,,,,,0,,,3,0,,10,,,0,4,4,0,,0,12,,,,0,8,4,0,12,,,,,,,,8,6,,,,,4,6,1,0,0,,3,,,,,,,,,,,,
2002,United Kingdom,Independent,English,Jessica Garlick,"""Come Back""",?,,,3,111,Estonia,Former Socialist Bloc,Away,Away,,,,,12,,,6,7,,0,0,,6,6,8,1,,8,7,,,,5,5,8,4,10,,,,,,,,0,0,,,,,8,0,2,6,2,,,,,,,,,,,,,,
2002,Austria,Western Europe,English,Manuel Ortega,"""Say A Word""",?,,,18,26,Estonia,Former Socialist Bloc,Away,Away,,,,,,,,5,0,,0,1,,0,0,0,0,,0,0,,,,0,0,0,0,0,,,,,,,,0,1,,,,,0,0,0,7,12,,0,,,,,,,,,,,,
2002,Greece,Western Europe,English,Michalis Rakintzis,"""S.A.G.A.P.O.""",I love you,,,17,27,Estonia,Former Socialist Bloc,Away,Away,,,,,0,,,0,0,,1,12,,0,0,0,0,,0,,,,,0,0,0,0,0,,,,,,,,6,8,,,,,0,0,0,0,0,,0,,,,,,,,,,,,
2002,Spain,Western Europe,Spanish,Rosa,"""Europe's Living A Celebration""",?,,,7,81,Estonia,Former Socialist Bloc,Away,Away,,,,,0,,,12,6,,6,7,,0,0,0,12,,7,4,,,,6,0,0,0,0,,,,,,,,0,0,,,,,0,,7,12,0,,2,,,,,,,,,,,,
2002,Croatia,Former Yugoslavia,English,Vesna Pisarovi?,"""Everything I Want""",?,,,11,44,Estonia,Former Socialist Bloc,Away,Away,,,,,6,,,0,2,,,6,,0,0,0,0,,3,5,,,,0,0,0,5,0,,,,,,,,0,0,,,,,12,0,0,5,0,,0,,,,,,,,,,,,
2002,Russia,Former Socialist Bloc,English,Prime Minister,"""Northern Girl""",?,,,10,55,Estonia,Former Socialist Bloc,Away,Home,,,,,0,,,0,0,,0,5,,0,10,3,0,,0,2,,,,1,10,6,0,8,,,,,,,,10,,,,,,0,0,0,0,0,,0,,,,,,,,,,,,
2002,Estonia,Former Socialist Bloc,English,Sahlene,"""Runaway""",?,,,3,111,Estonia,Former Socialist Bloc,Home,Home,,,,,3,,,4,10,,5,0,,8,,10,0,,4,0,,,,2,12,7,6,2,,,,,,,,2,3,,,,,6,0,12,0,8,,7,,,,,,,,,,,,
2002,Macedonia,Former Yugoslavia,Macedonian,Karolina Go?eva,"""Od nas zavisi""",It depends on us,,,19,25,Estonia,Former Socialist Bloc,Away,Away,,,,,0,,,0,0,,4,3,,0,0,1,0,,0,0,,,,0,0,0,,5,,,,,,,,12,0,,,,,0,0,0,0,0,,0,,,,,,,,,,,,
2002,Israel,Independent,"Hebrew, English",Sarit Hadad,"""Nadlik Beyakhad Ner (Light A Candle)""",?,,,12,37,Estonia,Former Socialist Bloc,Away,Away,,,,,0,,,2,0,,0,0,,1,0,5,10,,5,0,,,,,3,0,0,0,,,,,,,,5,0,,,,,0,0,0,1,0,,5,,,,,,,,,,,,
2002,Switzerland,Western Europe,French,Francine Jordi,"""Dans le jardin de mon Éme""",In the garden of my soul,,,22,15,Estonia,Former Socialist Bloc,Away,Away,,,,,5,,,0,0,,0,0,,0,0,0,3,,2,0,,,,0,1,0,0,0,,,,,,,,3,0,,,,,1,0,0,,0,,0,,,,,,,,,,,,
2002,Sweden,Scandinavia,English,Afro-dite,"""Never Let It Go""",?,,,8,72,Estonia,Former Socialist Bloc,Away,Away,,,,,4,,,1,12,,0,0,,10,8,7,0,,0,1,,,,3,4,10,0,0,,,,,,,,0,0,,,,,7,0,,0,4,,1,,,,,,,,,,,,
2002,Finland ,Scandinavia,English,Laura Voutilainen,"""Addicted To You""",?,,,20,24,Estonia,Former Socialist Bloc,Away,Away,,,,,0,,,0,3,,0,2,,3,5,,0,,0,0,,,,0,0,0,1,0,,,,,,,,0,0,,,,,0,0,10,0,0,,0,,,,,,,,,,,,
2002,Denmark,Scandinavia,English,Malene,"""Tell Me Who You Are""",?,,,24,7,Estonia,Former Socialist Bloc,Away,Away,,,,,0,,,0,0,,0,0,,,0,0,0,,0,0,,,,4,0,1,0,1,,,,,,,,0,0,,,,,0,0,0,0,1,,0,,,,,,,,,,,,
2002,Bosnia and Herzegovina,Former Yugoslavia,"Serbian, English",Maja Tati?,"""Na jastuku za dvoje""",On a pillow for two,,,13,33,Estonia,Former Socialist Bloc,Away,Away,,,,,7,,,0,,,7,0,,2,0,0,0,,0,0,,,,0,0,0,3,3,,,,,,,,0,0,,,,,2,3,6,0,0,,0,,,,,,,,,,,,
2002,Belgium,Western Europe,English,Sergio & The Ladies,"""Sister""",?,,,13,33,Estonia,Former Socialist Bloc,Away,Away,,,,,0,,,,0,,0,0,,4,0,0,2,,0,0,,,,0,0,2,0,0,,,,,,,,0,7,,,,,0,1,3,0,10,,4,,,,,,,,,,,,
2002,France,Western Europe,French,Sandrine Franáois,"""Il faut du temps""",It takes time,,,5,104,Estonia,Former Socialist Bloc,Away,Away,,,,,0,,,10,8,,0,0,,5,3,12,,,6,3,,,,7,2,5,0,0,,,,,,,,4,0,,,,,3,8,8,10,0,,10,,,,,,,,,,,,
2002,Germany,Western Europe,English,Corinna May,"""I Can't Live Without Music""",?,,,21,17,Estonia,Former Socialist Bloc,Away,Away,,,,,1,,,0,0,,0,0,,0,1,0,0,,,0,,,,0,0,0,0,4,,,,,,,,1,2,,,,,0,2,0,3,3,,0,,,,,,,,,,,,
2002,Turkey,Independent,"Turkish, English",Buket Bengisu & Group Safir,"""Leylaklar Soldu Kalbinde""",Lilacs faded in your heart,,,16,29,Estonia,Former Socialist Bloc,Away,Away,,,,,0,,,0,0,,3,0,,0,0,0,7,,0,0,,,,0,0,0,8,0,,,,,,,,7,0,,,,,0,4,0,0,,,0,,,,,,,,,,,,
2002,Malta,Western Europe,English,Ira Losco,"""7th Wonder""",?,,,2,164,Estonia,Former Socialist Bloc,Away,Away,,,,,8,,,7,4,,12,10,,12,7,2,6,,10,6,,,,10,7,3,10,,,,,,,,,0,5,,,,,10,10,4,4,5,,12,,,,,,,,,,,,
2002,Romania,Former Socialist Bloc,English,Monica Anghel & Marcel Pavel,"""Tell Me Why""",?,,,9,71,Estonia,Former Socialist Bloc,Away,Home,,,,,0,,,0,0,,0,8,,0,0,0,4,,1,8,,,,8,0,0,12,6,,,,,,,,,12,,,,,0,5,0,0,7,,0,,,,,,,,,,,,
2002,Slovenia,Former Yugoslavia,Slovene,Sestre,"""Samo ljubezen""",Only love,,,13,33,Estonia,Former Socialist Bloc,Away,Away,,,,,2,,,0,1,,8,0,,0,0,0,5,,0,0,,,,0,0,0,2,0,,,,,,,,0,0,,,,,,7,0,2,0,,6,,,,,,,,,,,,
2002,Latvia,Former Socialist Bloc,English,Marie N,"""I Wanna""",?,,,1,176,Estonia,Former Socialist Bloc,Away,Home,,,,,10,,,8,5,,2,4,,7,12,6,8,,12,10,,,,12,,12,7,7,,,,,,,,0,10,,,,,5,12,5,8,6,,8,,,,,,,,,,,,
2002,Lithuania,Former Socialist Bloc,English,Aivaras,"""Happy You""",?,,,23,12,Estonia,Former Socialist Bloc,Away,Home,,,,,0,,,0,0,,0,0,,0,2,0,0,,0,0,,,,0,6,,0,0,,,,,,,,0,4,,,,,0,0,0,0,0,,0,,,,,,,,,,,,
2001,Netherlands,Western Europe,English,Michelle,"""Out On My Own""",?,,,18,16,Denmark,Scandinavia,Away,Away,,,,,,,,,0,,0,,,0,0,,0,,0,0,,0,0,5,0,0,,0,,,,,0,0,6,,1,,,,,4,0,0,,0,,0,,,,,,,,,,,,
2001,Iceland,Scandinavia,English,Two Tricky,"""Angel""",?,,,22,3,Denmark,Scandinavia,Away,Home,,,,,,,,,0,,0,,,2,0,,0,,0,0,,,0,0,0,0,,0,,,,0,1,0,0,,0,,,,,0,0,0,,0,,0,,,,,,,,,,,,
2001,Bosnia and Herzegovina,Former Yugoslavia,"Bosnian, English",Nino Pr?e?,"""Hano""",Hannah,,,14,29,Denmark,Scandinavia,Away,Away,,,,,,,,,,,10,,,7,0,,0,,0,0,,0,0,0,0,0,,1,,,,0,0,0,0,,0,,,,,7,0,4,,0,,0,,,,,,,,,,,,
2001,Norway,Scandinavia,English,Haldor Lëgreid,"""On My Own""",?,,,22,3,Denmark,Scandinavia,Away,Home,,,,,,,,,0,,0,,,0,0,,0,,0,0,,0,0,0,0,0,,0,,,,0,,0,3,,0,,,,,0,0,0,,0,,0,,,,,,,,,,,,
2001,Israel,Independent,Hebrew,Tal Sondak,"""En Davar""",Never mind,,,16,25,Denmark,Scandinavia,Away,Away,,,,,,,,,6,,0,,,0,0,,10,,0,2,,0,0,,0,0,,0,,,,0,0,0,0,,0,,,,,0,0,0,,7,,0,,,,,,,,,,,,
2001,Russia,Former Socialist Bloc,English,Mumiy Troll,"""Lady Alpine Blue""",?,,,12,37,Denmark,Scandinavia,Away,Away,,,,,,,,,0,,0,,,0,4,,0,,0,5,,5,0,3,8,10,,2,,,,0,0,0,0,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,
2001,Sweden,Scandinavia,English,Friends,"""Listen To Your Heartbeat""",?,,,5,100,Denmark,Scandinavia,Away,Home,,,,,,,,,3,,4,,,10,7,,2,,0,0,,7,8,8,6,2,,8,,,,0,2,5,5,,2,,,,,0,5,,,8,,8,,,,,,,,,,,,
2001,Lithuania,Former Socialist Bloc,"English, Lithuanian",SKAMP,"""You Got Style""",?,,,13,35,Denmark,Scandinavia,Away,Away,,,,,,,,,2,,0,,,0,0,,0,,0,0,,1,1,4,5,,,0,,,,5,0,0,0,,10,,,,,2,0,1,,0,,4,,,,,,,,,,,,
2001,Latvia,Former Socialist Bloc,English,Arnis Mednis,"""Too Much""",?,,,18,16,Denmark,Scandinavia,Away,Away,,,,,,,,,0,,0,,,0,8,,0,,0,0,,0,0,0,,8,,0,,,,0,0,0,0,,0,,,,,0,0,0,,0,,0,,,,,,,,,,,,
2001,Croatia,Former Yugoslavia,English,Vanna,"""Strings of My Heart""",?,,,10,42,Denmark,Scandinavia,Away,Away,,,,,,,,,7,,,,,0,0,,0,,3,7,,0,0,0,0,0,,10,,,,0,0,0,0,,0,,,,,5,0,0,,10,,0,,,,,,,,,,,,
2001,Portugal,Western Europe,Portuguese,MTM,"""S¢ sei ser feliz assim""",This is the only way I know to be happy,,,17,18,Denmark,Scandinavia,Away,Away,,,,,,,,,0,,0,,,0,0,,12,,0,0,,0,0,0,0,0,,0,,,,0,0,0,,,0,,,,,0,6,0,,0,,0,,,,,,,,,,,,
2001,Ireland,Independent,English,Gary O'Shaughnessy,"""Without Your Love""",?,,,21,6,Denmark,Scandinavia,Away,Away,,,,,,,,,0,,0,,,0,0,,0,,0,0,,0,,0,0,0,,0,,,,0,0,0,1,,0,,,,,0,0,0,,0,,5,,,,,,,,,,,,
2001,Spain,Western Europe,Spanish,David Civera,"""Dile que la quiero""",Tell her that I love her,,,6,76,Denmark,Scandinavia,Away,Away,,,,,,,,,5,,0,,,0,3,,5,,0,8,,2,3,12,4,0,,0,,,,7,4,1,7,,0,,,,,1,,5,,6,,3,,,,,,,,,,,,
2001,France,Western Europe,"French, English",Natasha St-Pier,"""Je n'ai que mon Éme""",All I have is my soul,,,4,142,Denmark,Scandinavia,Away,Away,,,,,,,,,12,,6,,,6,10,,,,6,4,,4,7,2,7,7,,0,,,,8,7,10,12,,12,,,,,6,3,6,,1,,6,,,,,,,,,,,,
