Year,Country   ,Region,Song language,Artist   ,Song   ,English translation ,Artist gender,Group/Solo,Place,Points,Host Country,Host region,Home/Away Country,Home/Away Region,Approximate Betting Prices,Albania ,Andorra ,Armenia ,Austria,Azerbaijan ,Belarus ,Belgium ,Bosnia and Herzegovina ,Bulgaria ,Croatia ,Cyprus ,Czech Republic ,Denmark ,Estonia ,Finland ,France ,Georgia,Germany ,Greece ,Hungary ,Iceland ,Ireland ,Israel ,Latvia ,Lithuania ,Macedonia ,Malta ,Moldova ,Monaco,Montenegro ,Netherlands ,Norway ,Poland ,Portugal ,Romania ,Russia ,San Marino,Serbia ,Serbia & Montenegro,Slovakia ,Slovenia ,Spain ,Sweden ,Switzerland ,Turkey ,Ukraine ,United Kingdom ,,,,,,,,,,,,
2001,Turkey,Independent,"Turkish, English",Sedat YÅce,"""Sevgiliye Son""",Goodbye my love,,,11,41,Denmark,Scandinavia,Away,Away,,,,,,,,,0,,7,,,3,0,,7,,7,10,,0,0,0,0,0,,4,,,,3,0,0,0,,0,,,,,0,0,0,,,,0,,,,,,,,,,,,
2001,United Kingdom,Independent,English,Lindsay Dracass,"""No Dream Impossible""",?,,,15,28,Denmark,Scandinavia,Away,Away,,,,,,,,,0,,3,,,0,0,,0,,2,0,,0,4,0,3,3,,3,,,,2,0,2,2,,3,,,,,0,1,0,,0,,,,,,,,,,,,,,
2001,Slovenia,Former Yugoslavia,English,Nu?a Derenda,"""Energy""",?,,,7,70,Denmark,Scandinavia,Away,Away,,,,,,,,,10,,8,,,0,5,,1,,4,0,,6,2,1,0,4,,0,,,,4,6,6,0,,4,,,,,,2,7,,0,,0,,,,,,,,,,,,
2001,Poland,Former Socialist Bloc,English,PIASEK,"""2 Long""",?,,,20,11,Denmark,Scandinavia,Away,Away,,,,,,,,,0,,0,,,1,0,,0,,5,0,,0,0,0,0,0,,0,,,,0,0,,0,,0,,,,,3,0,2,,0,,0,,,,,,,,,,,,
2001,Germany,Western Europe,"German, English",Michelle,"""Wer Liebe lebt""",To live for love,,,8,66,Denmark,Scandinavia,Away,Away,,,,,,,,,0,,1,,,4,1,,6,,,1,,0,6,0,1,0,,5,,,,1,3,4,10,,8,,,,,0,10,0,,3,,2,,,,,,,,,,,,
2001,Estonia,Former Socialist Bloc,English,"Tanel Padar, Dave Benton, 2XL","""Everybody""",?,,,1,198,Denmark,Scandinavia,Away,Away,,,,,,,,,4,,2,,,8,,,8,,10,12,,10,10,6,12,12,,12,,,,12,10,12,0,,6,,,,,12,8,8,,12,,12,,,,,,,,,,,,
2001,Malta,Western Europe,English,Fabrizio Faniello,"""Another Summer Night""",?,,,9,48,Denmark,Scandinavia,Away,Away,,,,,,,,,1,,0,,,12,2,,0,,1,3,,3,0,0,0,1,,,,,,0,5,3,0,,7,,,,,0,4,3,,2,,1,,,,,,,,,,,,
2001,Greece,Western Europe,"Greek, English",Antique,"""Die for You""",?,,,3,147,Denmark,Scandinavia,Away,Away,,,,,,,,,8,,5,,,5,6,,3,,8,,,8,5,10,2,5,,7,,,,6,8,8,4,,5,,,,,8,12,12,,5,,7,,,,,,,,,,,,
2001,Denmark,Scandinavia,English,Rollo & King,"""Never Ever Let You Go""",?,,,2,177,Denmark,Scandinavia,Home,Home,,,,,,,,,0,,12,,,,12,,4,,12,6,,12,12,7,10,6,,6,,,,10,12,7,8,,0,,,,,10,7,10,,4,,10,,,,,,,,,,,,
2000,Israel,Independent,Hebrew,PingPong,"""Sameyakh""",Be happy,,,22,7,Sweden,Scandinavia,Away,Away,,,,,0,,,0,,,0,0,,0,0,0,6,,0,,,0,0,,0,,1,0,,,,0,0,,,0,0,,,,,,0,0,0,0,,0,,,,,,,,,,,,
2000,Netherlands,Western Europe,English,Linda Wagenmakers,"""No Goodbyes""",?,,,13,40,Sweden,Scandinavia,Away,Away,,,,,0,,,8,,,2,5,,0,0,0,2,,1,,,1,1,8,0,,0,5,,,,,0,,,0,0,,,,,,4,0,0,3,,0,,,,,,,,,,,,
2000,United Kingdom,Independent,English,Nicki French,"""Don't Play That Song Again""",?,,,16,28,Sweden,Scandinavia,Away,Away,,,,,0,,,0,,,4,3,,0,2,0,0,,0,,,0,0,1,3,,0,6,,,,0,0,,,3,0,,,,,,0,0,0,6,,,,,,,,,,,,,,
2000,Estonia,Former Socialist Bloc,English,Ines,"""Once in a Lifetime""",?,,,4,98,Sweden,Scandinavia,Away,Away,,,,,3,,,2,,,6,6,,4,,8,0,,5,,,5,7,6,10,,0,7,,,,7,4,,,6,0,,,,,,0,6,0,2,,4,,,,,,,,,,,,
2000,France,Western Europe,French,Sofia Mestari,"""On aura le ciel""",We'll have the sky,,,23,5,Sweden,Scandinavia,Away,Away,,,,,0,,,0,,,0,0,,0,0,0,,,0,,,0,0,0,0,,0,0,,,,2,0,,,0,3,,,,,,0,0,0,0,,0,,,,,,,,,,,,
2000,Romania,Former Socialist Bloc,English,Taxi,"""The Moon""",?,,,17,25,Sweden,Scandinavia,Away,Away,,,,,0,,,0,,,7,0,,0,0,0,0,,0,,,0,0,0,0,,12,0,,,,0,0,,,,6,,,,,,0,0,0,0,,0,,,,,,,,,,,,
2000,Malta,Western Europe,"English, Maltese",Claudette Pace,"""Desire""",?,,,8,73,Sweden,Scandinavia,Away,Away,,,,,2,,,1,,,8,8,,3,1,0,0,,3,,,0,3,3,4,,8,,,,,1,2,,,7,8,,,,,,1,3,0,5,,2,,,,,,,,,,,,
2000,Norway,Scandinavia,English,Charmed,"""My Heart Goes Boom""",?,,,11,57,Sweden,Scandinavia,Away,Home,,,,,0,,,0,,,0,0,,7,3,0,0,,0,,,7,4,7,6,,0,3,,,,0,,,,0,0,,,,,,0,7,0,10,,3,,,,,,,,,,,,
2000,Russia,Former Socialist Bloc,English,Alsou,"""Solo""",?,,,2,155,Sweden,Scandinavia,Away,Away,,,,,7,,,7,,,12,12,,6,10,5,5,,4,,,8,10,10,0,,7,12,,,,0,8,,,12,,,,,,,5,5,2,0,,8,,,,,,,,,,,,
2000,Belgium,Western Europe,French,Nathalie Sorce,"""Envie de vivre""",The wish to live,,,24,2,Sweden,Scandinavia,Away,Away,,,,,0,,,,,,0,0,,0,0,0,0,,0,,,0,0,0,0,,2,0,,,,0,0,,,0,0,,,,,,0,0,0,0,,0,,,,,,,,,,,,
2000,Cyprus,Independent,"Greek, Italian",Voice,"""Nomiza""",I believed,,,21,8,Sweden,Scandinavia,Away,Away,,,,,0,,,0,,,3,,,0,0,0,0,,0,,,0,0,0,0,,4,1,,,,0,0,,,0,0,,,,,,0,0,0,0,,0,,,,,,,,,,,,
2000,Iceland,Scandinavia,English,August & Telma,"""Tell Me!""",?,,,12,45,Sweden,Scandinavia,Away,Home,,,,,0,,,0,,,0,0,,12,6,0,0,,0,,,,0,5,7,,0,0,,,,0,7,,,0,0,,,,,,0,8,0,0,,0,,,,,,,,,,,,
2000,Spain,Western Europe,Spanish,Seraf°n Zubiri,"""Colgado de un sue§o""",Hanging from a dream,,,18,18,Sweden,Scandinavia,Away,Away,,,,,0,,,0,,,0,10,,0,0,0,0,,0,,,0,0,0,0,,0,0,,,,0,0,,,5,2,,,,,,,0,1,0,,0,,,,,,,,,,,,
2000,Denmark,Scandinavia,English,Olsen Brothers,"""Fly on the Wings of Love""",?,,,1,195,Sweden,Scandinavia,Away,Home,,,,,10,,,10,,,0,4,,,8,10,7,,12,,,12,12,12,12,,0,8,,,,10,10,,,1,12,,,,,,10,12,10,1,,12,,,,,,,,,,,,
2000,Germany,Western Europe,German,Stefan Raab,"""Wadde hadde dudde da?""",What do you have there?,,,5,96,Sweden,Scandinavia,Away,Away,,,,,12,,,6,,,1,0,,2,0,2,10,,,,,6,5,0,8,,0,0,,,,8,3,,,0,4,,,,,,12,0,12,0,,5,,,,,,,,,,,,
2000,Switzerland,Western Europe,Italian,Jane Bogaert,"""La vita cos'ä?""",What is life?,,,20,14,Sweden,Scandinavia,Away,Away,,,,,1,,,0,,,0,0,,0,0,0,0,,0,,,0,0,0,2,,0,0,,,,6,0,,,0,5,,,,,,0,0,,0,,0,,,,,,,,,,,,
2000,Croatia,Former Yugoslavia,Croatian,Goran Karan,"""Kad zaspu an?eli""",When do angels fall asleep,,,9,70,Sweden,Scandinavia,Away,Away,,,,,6,,,0,,,,0,,0,0,6,8,,6,,,0,0,0,0,,10,0,,,,0,0,,,8,10,,,,,,2,0,6,8,,0,,,,,,,,,,,,
2000,Sweden,Scandinavia,English,Roger Pontare,"""When Spirits Are Calling My Name""",?,,,7,88,Sweden,Scandinavia,Home,Home,,,,,0,,,5,,,0,0,,10,5,7,1,,8,,,4,6,0,0,,6,4,,,,0,5,,,0,0,,,,,,6,,3,12,,6,,,,,,,,,,,,
2000,Macedonia,Former Yugoslavia,"Macedonian, English",XXL,"""100% te ljubam""",I love you 100%,,,15,29,Sweden,Scandinavia,Away,Away,,,,,0,,,0,,,10,2,,0,0,0,0,,0,,,0,0,0,0,,,0,,,,0,0,,,10,7,,,,,,0,0,0,0,,0,,,,,,,,,,,,
2000,Finland,Independent,English,Nina èstrîm,"""A Little Bit""",?,,,18,18,Sweden,Scandinavia,Away,Away,,,,,0,,,0,,,0,0,,0,7,,0,,0,,,0,0,0,0,,0,0,,,,5,0,,,4,0,,,,,,0,2,0,0,,0,,,,,,,,,,,,
2000,Latvia,Former Socialist Bloc,English,Brainstorm,"""My Star""",?,,,3,136,Sweden,Scandinavia,Away,Away,,,,,8,,,12,,,0,1,,8,12,12,3,,7,,,10,8,4,,,3,0,,,,4,12,,,0,1,,,,,,7,10,7,0,,7,,,,,,,,,,,,
2000,Turkey,Independent,"Turkish, English",P’nar Ayhan & The SOS,"""Yorgunum Anla""",Understand that I'm weary,,,10,59,Sweden,Scandinavia,Away,Away,,,,,5,,,3,,,0,0,,1,0,4,12,,10,,,0,0,0,0,,5,0,,,,12,1,,,0,0,,,,,,0,1,5,,,0,,,,,,,,,,,,
2000,Ireland,Independent,English,Eamonn Toal,"""Millennium of Love""",?,,,6,92,Sweden,Scandinavia,Away,Away,,,,,4,,,4,,,5,7,,5,4,1,4,,0,,,2,,2,1,,0,10,,,,3,6,,,2,0,,,,,,3,4,8,7,,10,,,,,,,,,,,,
2000,Austria,Western Europe,English,The Rounder Girls,"""All To You""",?,,,14,34,Sweden,Scandinavia,Away,Away,,,,,,,,0,,,0,0,,0,0,3,0,,2,,,3,2,0,5,,0,2,,,,0,0,,,0,0,,,,,,8,0,4,4,,1,,,,,,,,,,,,
1999,Lithuania,Former Socialist Bloc,Samogitian,Aist?,"""Strazdas""",The song thrush,,,20,13,Israel,Independent,Away,Away,,,,,0,,,0,0,,2,5,,0,2,,0,,0,,,0,0,3,,,,1,,,,0,0,0,0,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,
1999,Belgium,Western Europe,English,Vanessa Chinitor,"""Like The Wind""",?,,,13,38,Israel,Independent,Away,Away,,,,,0,,,,0,,4,0,,0,5,,2,,0,,,0,10,5,,0,,0,,,,10,0,2,0,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,
1999,Spain,Western Europe,Spanish,Lydia,"""No quiero escuchar""",I don't want to listen,,,23,1,Israel,Independent,Away,Away,,,,,0,,,0,0,,1,0,,0,0,,0,,0,,,0,0,0,,0,,0,,,,0,0,0,0,,,,,,,0,,0,,0,,0,,,,,,,,,,,,
1999,Croatia,Former Yugoslavia,Croatian,Doris Dragovi?,"""Marija Magdalena""",Mary Magdalene,,,4,118,Israel,Independent,Away,Away,,,,,8,,,5,8,,,2,,0,3,,7,,10,,,4,6,7,,6,,5,,,,1,0,7,6,,,,,,,12,12,1,,8,,0,,,,,,,,,,,,
1999,United Kingdom,Independent,English,Precious,"""Say It Again""",?,,,12,38,Israel,Independent,Away,Away,,,,,0,,,0,1,,5,4,,1,0,,0,,0,,,0,0,4,,5,,8,,,,0,0,0,0,,,,,,,2,4,0,,4,,,,,,,,,,,,,,
1999,Slovenia,Former Yugoslavia,English,Darja ?vajger,"""For A Thousand Years""",?,,,11,50,Israel,Independent,Away,Away,,,,,0,,,2,5,,12,0,,0,0,,1,,0,,,0,12,0,,10,,0,,,,6,0,0,0,,,,,,,,2,0,,0,,0,,,,,,,,,,,,
1999,Turkey,Independent,Turkish,Tu?ba ônal,"""Dîn Art’k""",Come back,,,16,21,Israel,Independent,Away,Away,,,,,0,,,0,0,,0,0,,0,0,,5,,12,,,0,0,0,,0,,0,,,,0,4,0,0,,,,,,,0,0,0,,,,0,,,,,,,,,,,,
1999,Norway,Scandinavia,English,Stig Van Eijk,"""Living My Life Without You""",?,,,14,35,Israel,Independent,Away,Away,,,,,0,,,0,0,,7,7,,6,0,,0,,0,,,7,3,0,,0,,0,,,,0,,0,0,,,,,,,0,0,5,,0,,0,,,,,,,,,,,,
1999,Denmark,Scandinavia,English,Trine Jepsen & Michael Teschl,"""This Time I Mean It""",?,,,8,71,Israel,Independent,Away,Away,,,,,5,,,0,0,,0,8,,,6,,0,,0,,,12,7,2,,0,,4,,,,0,0,1,3,,,,,,,5,5,8,,0,,5,,,,,,,,,,,,
1999,France,Western Europe,French,Nayah,"""Je veux donner ma voix""",I want to give my voice,,,19,14,Israel,Independent,Away,Away,,,,,0,,,0,0,,0,0,,0,0,,,,0,,,0,2,0,,2,,0,,,,0,8,0,0,,,,,,,0,0,0,,2,,0,,,,,,,,,,,,
1999,Netherlands,Western Europe,English,Marlayne,"""One Good Reason""",?,,,8,71,Israel,Independent,Away,Away,,,,,4,,,12,4,,0,0,,7,0,,0,,0,,,6,1,6,,4,,2,,,,,0,0,2,,,,,,,3,3,4,,5,,8,,,,,,,,,,,,
1999,Poland,Former Socialist Bloc,Polish,Mietek Szcze?niak,"""Przytul mnie mocno""",Hold me tight,,,18,17,Israel,Independent,Away,Away,,,,,0,,,0,6,,0,0,,0,0,,0,,4,,,0,0,0,,7,,0,,,,0,0,,0,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,
1999,Iceland,Scandinavia,English,Selma,"""All Out of Luck""",?,,,2,146,Israel,Independent,Away,Away,,,,,2,,,8,0,,0,12,,12,10,,0,,3,,,,4,10,,8,,10,,,,7,10,4,4,,,,,,,0,10,12,,10,,10,,,,,,,,,,,,
1999,Cyprus,Independent,Greek,Marlain,"""Tha 'ne erotas""",It will be love,,,22,2,Israel,Independent,Away,Away,,,,,0,,,0,0,,0,,,0,0,,0,,0,,,0,0,0,,0,,0,,,,0,0,0,0,,,,,,,0,0,0,,0,,2,,,,,,,,,,,,
1999,Sweden,Scandinavia,English,Charlotte Nilsson,"""Take Me to Your Heaven""",?,,,1,163,Israel,Independent,Away,Away,,,,,6,,,7,12,,0,6,,10,12,,3,,2,,,10,5,8,,3,,12,,,,8,12,6,10,,,,,,,7,6,,,6,,12,,,,,,,,,,,,
1999,Portugal,Western Europe,Portuguese,Rui Bandeira,"""Como tudo comeáou""",How everything began,,,21,12,Israel,Independent,Away,Away,,,,,0,,,0,0,,0,0,,0,0,,12,,0,,,0,0,0,,0,,0,,,,0,0,0,,,,,,,,0,0,0,,0,,0,,,,,,,,,,,,
1999,Ireland,Independent,English,The Mullans,"""When You Need Me""",?,,,17,18,Israel,Independent,Away,Away,,,,,0,,,0,0,,0,0,,0,0,,0,,0,,,0,,0,,12,,0,,,,0,1,0,0,,,,,,,0,0,0,,1,,4,,,,,,,,,,,,
1999,Austria,Western Europe,English,Bobbie Singer,"""Reflection""",?,,,10,65,Israel,Independent,Away,Away,,,,,,,,6,0,,0,1,,3,8,,0,,5,,,8,0,0,,0,,0,,,,2,6,3,5,,,,,,,4,0,7,,0,,7,,,,,,,,,,,,
1999,Israel,Independent,"English, Hebrew",Eden,"""Yom Huledet (Happy Birthday)""",Birthday,,,5,93,Israel,Independent,Home,Home,,,,,1,,,3,2,,8,10,,2,4,,10,,7,,,1,0,,,0,,6,,,,4,2,10,8,,,,,,,1,8,3,,3,,0,,,,,,,,,,,,
1999,Malta,Western Europe,English,Times Three,"""Believe 'n Peace""",?,,,15,32,Israel,Independent,Away,Away,,,,,7,,,0,7,,6,3,,0,1,,0,,1,,,0,0,0,,0,,,,,,0,0,0,1,,,,,,,0,0,0,,0,,6,,,,,,,,,,,,
1999,Germany,Western Europe,"German, Turkish, Hebrew, English",SÅrpriz,"""Reise nach Jerusalem -",Journey to Jerusalem,,,3,140,Israel,Independent,Away,Away,,,,,10,,,10,10,,3,0,,5,7,,8,,,,,5,0,12,,0,,3,,,,12,3,12,12,,,,,,,6,7,2,,12,,1,,,,,,,,,,,,
1999,Bosnia and Herzegovina,Former Yugoslavia,"Bosnian, French",Dino & BÇatrice,"""Putnici""",Travellers,,,7,86,Israel,Independent,Away,Away,,,,,12,,,1,,,10,0,,8,0,,6,,8,,,3,0,0,,0,,0,,,,3,7,5,0,,,,,,,10,0,6,,7,,0,,,,,,,,,,,,
1999,Estonia,Former Socialist Bloc,English,Evelin Samuel & Camille,"""Diamond of Night""",?,,,6,90,Israel,Independent,Away,Away,,,,,3,,,4,3,,0,0,,4,,,4,,6,,,2,8,1,,1,,7,,,,5,5,8,7,,,,,,,8,1,10,,0,,3,,,,,,,,,,,,
1998,Croatia,Former Yugoslavia,Croatian,Danijela,"""Neka mi ne svane""",May the dawn never rise,,,5,131,United Kingdom,Independent,Away,Away,,,,,,,,5,,,,7,,,3,3,8,,10,5,0,,3,10,,,12,10,,,,4,6,6,2,0,,,,,10,12,1,3,5,4,,2,,,,,,,,,,,,
1998,Greece,Western Europe,Greek,Thalassa,"""Mia Krifi Evesthisia""",A secret illusion,,,20,12,United Kingdom,Independent,Away,Away,,,,,,,,0,,,0,12,,,0,0,0,,0,,0,,0,0,,,0,0,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,
1998,France,Western Europe,French,Marie Line,"""Oó aller""",Where to go,,,24,3,United Kingdom,Independent,Away,Away,,,,,,,,0,,,0,1,,,0,0,,,0,0,0,,0,0,,,2,0,,,,0,0,0,0,0,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,
1998,Spain,Western Europe,Spanish,Mikel Herzog,"""®QuÇ voy a hacer sin ti?""",What am I going to do without you?,,,16,21,United Kingdom,Independent,Away,Away,,,,,,,,3,,,1,4,,,0,0,4,,0,0,0,,0,3,,,0,0,,,,0,0,0,0,0,,,,,0,0,,0,6,0,,0,,,,,,,,,,,,
1998,Switzerland,Western Europe,German,Gunvor,"""Lass' ihn""",Let him,,,25,0,United Kingdom,Independent,Away,Away,,,,,,,,0,,,0,0,,,0,0,0,,0,0,0,,0,0,,,0,0,,,,0,0,0,0,0,,,,,0,0,0,0,,0,,0,,,,,,,,,,,,
1998,Slovakia,Former Socialist Bloc,Slovak,Katar°na Hasprov†,"""Modlitba""",A prayer,,,21,8,United Kingdom,Independent,Away,Away,,,,,,,,0,,,8,0,,,0,0,0,,0,0,0,,0,0,,,0,0,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,0,,,,,,,,,,,,
1998,Poland,Former Socialist Bloc,Polish,Sixteen,"""To takie proste""",It's easy,,,17,19,United Kingdom,Independent,Away,Away,,,,,,,,0,,,0,0,,,0,0,2,,5,0,2,,0,0,,,0,0,,,,0,0,,0,10,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,
1998,Israel,Independent,Hebrew,Dana International,"""Diva""",?,,,1,172,United Kingdom,Independent,Away,Away,,,,,,,,10,,,0,10,,,7,10,12,,7,10,0,,6,,,,8,12,,,,6,3,10,12,7,,,,,0,7,10,5,10,5,,5,,,,,,,,,,,,
1998,Germany,Western Europe,German,Guildo Horn,"""Guildo hat euch lieb!""",Guildo loves you!,,,7,86,United Kingdom,Independent,Away,Away,,,,,,,,7,,,0,0,,,1,1,0,,,3,0,,8,0,,,0,0,,,,12,0,0,10,6,,,,,0,8,12,0,12,0,,6,,,,,,,,,,,,
1998,Malta,Western Europe,English,Chiara,"""The One That I Love""",?,,,3,165,United Kingdom,Independent,Away,Away,,,,,,,,8,,,7,5,,,5,5,6,,8,6,7,,12,7,,,0,,,,,8,12,8,5,0,,,,,12,3,5,6,8,10,,12,,,,,,,,,,,,
1998,Hungary,Former Socialist Bloc,Hungarian,Charlie,"""A holnap m†r nem lesz szomor£""",Sadness will be over tomorrow,,,23,4,United Kingdom,Independent,Away,Away,,,,,,,,0,,,0,0,,,0,0,1,,0,0,,,0,0,,,0,0,,,,0,2,0,0,1,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,
1998,Slovenia,Former Yugoslavia,Slovene,Vili Resnik,"""Naj bogovi sli?ijo""",Let the gods hear,,,18,17,United Kingdom,Independent,Away,Away,,,,,,,,0,,,3,0,,,0,4,0,,0,2,0,,0,0,,,0,0,,,,0,0,0,0,5,,,,,0,,0,0,0,3,,0,,,,,,,,,,,,
1998,Ireland,Independent,English,Dawn Martin,"""Is Always Over Now?""",?,,,9,64,United Kingdom,Independent,Away,Away,,,,,,,,0,,,2,0,,,2,0,0,,2,0,6,,,0,,,7,6,,,,0,4,2,1,8,,,,,4,1,0,1,2,8,,8,,,,,,,,,,,,
1998,Portugal,Western Europe,Portuguese,Alma Lusa,"""Se eu te pudesse abraáar""",If I could embrace you,,,12,36,United Kingdom,Independent,Away,Away,,,,,,,,1,,,0,2,,,0,0,10,,0,1,0,,0,2,,,4,2,,,,0,0,0,,0,,,,,2,0,6,0,0,6,,0,,,,,,,,,,,,
1998,Romania,Former Socialist Bloc,Romanian,M?lina Olinescu,"""Eu cred""",I believe,,,22,6,United Kingdom,Independent,Away,Away,,,,,,,,0,,,0,0,,,0,0,0,,0,0,0,,0,6,,,0,0,,,,0,0,0,0,,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,
1998,United Kingdom,Independent,English,Imaani,"""Where Are You?""",?,,,2,166,United Kingdom,Independent,Home,Home,,,,,,,,6,,,12,8,,,8,8,3,,1,7,10,,5,12,,,10,8,,,,7,5,7,6,12,,,,,1,5,3,7,3,12,,,,,,,,,,,,,,
1998,Cyprus,Independent,Greek,Michalis Hadjiyiannis,"""Genesis""",Genesis,,,11,37,United Kingdom,Independent,Away,Away,,,,,,,,2,,,4,,,,0,0,0,,0,12,1,,0,1,,,0,1,,,,0,0,0,4,4,,,,,5,0,0,0,0,0,,3,,,,,,,,,,,,
1998,Netherlands,Western Europe,Dutch,Edsilia,"""Hemel en aarde""",Heaven and Earth,,,4,150,United Kingdom,Independent,Away,Away,,,,,,,,12,,,10,0,,,0,7,5,,6,8,12,,10,8,,,3,7,,,,,8,5,7,0,,,,,6,0,4,8,7,7,,10,,,,,,,,,,,,
1998,Sweden,Scandinavia,Swedish,Jill Johnson,"""KÑrleken Ñr""",Love is,,,10,53,United Kingdom,Independent,Away,Away,,,,,,,,0,,,0,0,,,12,6,0,,0,0,8,,2,0,,,0,4,,,,5,10,3,0,0,,,,,0,0,0,,0,2,,1,,,,,,,,,,,,
1998,Belgium,Western Europe,French,MÇlanie Cohl,"""Dis oui""",Say yes,,,6,122,United Kingdom,Independent,Away,Away,,,,,,,,,,,0,6,,,6,0,7,,4,4,3,,7,5,,,6,3,,,,10,7,12,8,0,,,,,7,6,7,2,4,1,,7,,,,,,,,,,,,
1998,Finland,Independent,Finnish,Edea,"""Aava""",Open landscape,,,15,22,United Kingdom,Independent,Away,Away,,,,,,,,0,,,0,0,,,10,,0,,0,0,0,,0,0,,,1,0,,,,0,1,0,0,0,,,,,0,0,0,10,0,0,,0,,,,,,,,,,,,
1998,Norway,Scandinavia,Norwegian,Lars Fredriksen,"""Alltid sommer""",Always summer,,,8,79,United Kingdom,Independent,Away,Away,,,,,,,,4,,,0,3,,,4,2,0,,3,0,5,,4,4,,,0,5,,,,3,,4,3,0,,,,,0,10,8,12,1,0,,4,,,,,,,,,,,,
1998,Estonia,Former Socialist Bloc,Estonian,Koit Toome,"""Mere lapsed""",Children of the sea,,,12,36,United Kingdom,Independent,Away,Away,,,,,,,,0,,,0,0,,,,12,0,,0,0,4,,1,0,,,0,0,,,,2,0,1,0,0,,,,,8,2,2,4,0,0,,0,,,,,,,,,,,,
1998,Turkey,Independent,Turkish,TÅzmen,"""Unutamazs’n""",You can't forget,,,14,25,United Kingdom,Independent,Away,Away,,,,,,,,0,,,5,0,,,0,0,0,,12,0,0,,0,0,,,5,0,,,,1,0,0,0,2,,,,,0,0,0,0,0,,,0,,,,,,,,,,,,
1998,Macedonia,Former Yugoslavia,Macedonian,Vlado Janevski,"""Ne zori, zoro""","Dawn, don't rise",,,19,16,United Kingdom,Independent,Away,Away,,,,,,,,0,,,6,0,,,0,0,0,,0,0,0,,0,0,,,,0,,,,0,0,0,0,3,,,,,3,4,0,0,0,0,,0,,,,,,,,,,,,
